,foreigner,national_group,province_resid,age_atmaincrime,priorcrimes_dummy,priorcrimes_number_group,maincrime_cat,maincrime_violent,totalmaincrimes_number,maincrime_year,province_execution,maincrime_program2,maincrime_programduration_group,V28_temps_inici,V29_durada_programa,recid15_dummy,savry,female,foreigner_fem,national_group_fem,national_group_foreign,province_resid_fem,province_resid_foreign,age_atmaincrime_fem,age_atmaincrime_foreign,priorcrimes_dummy_fem,priorcrimes_dummy_foreign,priorcrimes_number_group_fem,priorcrimes_number_group_foreign,maincrime_cat_fem,maincrime_cat_foreign,maincrime_violent_fem,maincrime_violent_foreign,totalmaincrimes_number_fem,totalmaincrimes_number_foreign,maincrime_year_fem,maincrime_year_foreign,province_execution_fem,province_execution_foreign,maincrime_program2_fem,maincrime_program2_foreign,maincrime_programduration_group_fem,maincrime_programduration_group_foreign,V28_temps_inici_fem,V28_temps_inici_foreign,V29_durada_programa_fem,V29_durada_programa_foreign,female_foreign
1881,False,Spain,Lleida,17.0,1,0.0,Contra la propietat no violent,0,1,2010,Lleida,MRM,0.0,114.0,49,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1882,False,Spain,Barcelona,16.0,1,0.0,Contra la propietat no violent,0,1,2009,Barcelona,MRM,0.0,60.0,132,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1883,False,Spain,Barcelona,16.0,1,0.0,Contra la propietat no violent,0,1,2009,Barcelona,MRM,0.0,164.0,121,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1884,False,Spain,Barcelona,17.0,1,0.0,Contra la propietat no violent,0,1,2009,Barcelona,MRM,0.0,164.0,76,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1885,False,Spain,Barcelona,16.0,1,0.0,Contra la propietat no violent,0,1,2010,Barcelona,MRM,0.0,84.0,105,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1886,False,Spain,Barcelona,16.0,1,0.0,Contra la propietat no violent,0,1,2010,Barcelona,MRM,0.0,68.0,142,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1887,False,Spain,Barcelona,16.0,1,0.0,Contra la propietat no violent,0,1,2009,Barcelona,MRM,0.5,62.0,287,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1888,False,Spain,Barcelona,16.0,1,0.0,Contra la propietat no violent,0,1,2009,Barcelona,MRM,0.0,81.0,81,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1889,False,Spain,Lleida,16.0,1,0.0,Contra la propietat no violent,0,1,2010,Lleida,MRM,0.0,163.0,21,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1890,False,Spain,Barcelona,17.0,1,0.0,Contra la propietat no violent,0,1,2009,Barcelona,MRM,0.0,229.0,156,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1891,False,Spain,Barcelona,16.0,1,0.0,Contra la propietat no violent,0,1,2009,Barcelona,MRM,0.0,114.0,34,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1892,False,Spain,Girona,16.0,1,0.0,Contra la propietat no violent,0,1,2010,Girona,ATM,0.0,44.0,27,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1893,False,Spain,Barcelona,17.0,1,0.0,Contra la propietat no violent,0,1,2010,Barcelona,ATM,0.0,91.0,24,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1894,False,Spain,Barcelona,17.0,1,0.0,Contra la propietat no violent,0,1,2008,Barcelona,Mesures d'execució,1.0,374.0,427,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1895,False,Spain,Barcelona,17.0,1,0.0,Contra la propietat no violent,0,1,2006,Barcelona,Mesures d'execució,0.0,1273.0,167,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1896,False,Spain,Barcelona,16.0,1,0.0,Contra la propietat no violent,0,1,2008,Barcelona,Mesures d'execució,0.0,688.0,48,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1897,False,Spain,Barcelona,16.0,1,0.0,Contra la propietat no violent,0,1,2008,Barcelona,Mesures d'execució,0.0,545.0,140,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1898,False,Spain,Barcelona,16.0,1,0.0,Contra la propietat no violent,0,1,2006,Barcelona,Mesures d'execució,0.0,1643.0,55,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1899,False,Spain,Barcelona,16.0,1,1.0,Contra la propietat no violent,0,4,2005,Barcelona,Mesures d'execució,1.0,534.0,1148,1,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1900,False,Spain,Tarragona,16.0,1,0.0,Contra la propietat no violent,0,1,2008,Tarragona,ATM,0.0,732.0,8,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1901,False,Spain,Barcelona,17.0,1,0.0,Contra la propietat no violent,0,1,2009,Barcelona,ATM,0.0,84.0,29,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1902,False,Spain,Barcelona,16.0,1,0.0,Contra la propietat no violent,0,1,2009,Barcelona,ATM,0.0,216.0,0,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1903,False,Spain,Barcelona,16.0,1,0.0,Contra la propietat no violent,0,1,2010,Barcelona,ATM,0.0,70.0,0,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1904,False,Spain,Barcelona,17.0,1,0.5,Contra la propietat no violent,0,2,2010,Barcelona,ATM,0.0,34.0,0,1,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1905,False,Spain,Barcelona,17.0,1,0.0,Contra la propietat no violent,0,1,2010,Barcelona,ATM,0.0,97.0,28,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1906,False,Spain,Barcelona,17.0,1,0.0,Contra la propietat no violent,0,1,2010,Barcelona,ATM,0.0,90.0,15,0,False,True,False,Spain,Baseline,Barcelona,Baseline,17.0,0.0,1,0,0.0,0.0,Contra la propietat no violent,Baseline,0,0,1,0,2010,0,Barcelona,Baseline,ATM,Baseline,0.0,0.0,90.0,0.0,15,0,False
1907,True,Europa,Lleida,17.0,1,0.0,Contra la propietat no violent,0,1,2010,Lleida,MRM,0.0,65.0,63,0,False,False,False,Baseline,Europa,Baseline,Lleida,0.0,17.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2010,Baseline,Lleida,Baseline,MRM,0.0,0.0,0.0,65.0,0,63,False
1908,True,Europa,Barcelona,17.0,1,0.0,Contra la propietat no violent,0,1,2010,Barcelona,ATM,0.0,1.0,29,0,False,False,False,Baseline,Europa,Baseline,Barcelona,0.0,17.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2010,Baseline,Barcelona,Baseline,ATM,0.0,0.0,0.0,1.0,0,29,False
1909,True,Europa,Barcelona,17.0,1,0.0,Contra la propietat no violent,0,1,2009,Barcelona,ATM,0.0,299.0,29,0,False,False,False,Baseline,Europa,Baseline,Barcelona,0.0,17.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2009,Baseline,Barcelona,Baseline,ATM,0.0,0.0,0.0,299.0,0,29,False
1910,True,Europa,Tarragona,16.0,1,0.5,Contra la propietat no violent,0,2,2007,Tarragona,Mesures d'execució,0.0,812.0,156,0,False,False,False,Baseline,Europa,Baseline,Tarragona,0.0,16.0,0,1,0.0,0.5,Baseline,Contra la propietat no violent,0,0,0,2,0,2007,Baseline,Tarragona,Baseline,Mesures d'execució,0.0,0.0,0.0,812.0,0,156,False
1911,True,Europa,Lleida,17.0,1,0.0,Contra la propietat no violent,0,1,2010,Lleida,ATM,0.0,149.0,0,0,False,False,False,Baseline,Europa,Baseline,Lleida,0.0,17.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2010,Baseline,Lleida,Baseline,ATM,0.0,0.0,0.0,149.0,0,0,False
1912,True,Magrib,Barcelona,17.0,1,0.0,Contra la propietat no violent,0,1,2010,Barcelona,ATM,0.0,55.0,4,0,False,False,False,Baseline,Magrib,Baseline,Barcelona,0.0,17.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2010,Baseline,Barcelona,Baseline,ATM,0.0,0.0,0.0,55.0,0,4,False
1913,True,Magrib,Girona,16.0,1,0.0,Contra la propietat no violent,0,1,2010,Girona,ATM,0.0,18.0,61,0,False,False,False,Baseline,Magrib,Baseline,Girona,0.0,16.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2010,Baseline,Girona,Baseline,ATM,0.0,0.0,0.0,18.0,0,61,False
1914,True,Magrib,Barcelona,17.0,1,0.0,Contra la propietat no violent,0,1,2009,Barcelona,ATM,0.0,234.0,29,0,False,False,False,Baseline,Magrib,Baseline,Barcelona,0.0,17.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2009,Baseline,Barcelona,Baseline,ATM,0.0,0.0,0.0,234.0,0,29,False
1915,True,Magrib,Tarragona,16.0,1,0.0,Contra la propietat no violent,0,1,2008,Tarragona,Mesures d'execució,0.0,396.0,57,0,False,False,False,Baseline,Magrib,Baseline,Tarragona,0.0,16.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2008,Baseline,Tarragona,Baseline,Mesures d'execució,0.0,0.0,0.0,396.0,0,57,False
1916,True,Magrib,Barcelona,16.0,1,0.0,Contra la propietat no violent,0,1,2006,Barcelona,Mesures d'execució,1.0,760.0,858,0,False,False,False,Baseline,Magrib,Baseline,Barcelona,0.0,16.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2006,Baseline,Barcelona,Baseline,Mesures d'execució,0.0,1.0,0.0,760.0,0,858,False
1917,True,Magrib,unknown,17.0,1,0.0,Contra la propietat no violent,0,1,2010,Barcelona,ATM,0.0,66.0,0,0,False,False,False,Baseline,Magrib,Baseline,unknown,0.0,17.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2010,Baseline,Barcelona,Baseline,ATM,0.0,0.0,0.0,66.0,0,0,False
1918,True,Magrib,Tarragona,17.0,1,0.0,Contra la propietat no violent,0,1,2010,Tarragona,ATM,0.0,1.0,21,0,False,False,False,Baseline,Magrib,Baseline,Tarragona,0.0,17.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2010,Baseline,Tarragona,Baseline,ATM,0.0,0.0,0.0,1.0,0,21,False
1919,True,Magrib,Barcelona,16.0,1,0.0,Contra la propietat no violent,0,1,2010,Barcelona,ATM,0.0,80.0,28,0,False,False,False,Baseline,Magrib,Baseline,Barcelona,0.0,16.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2010,Baseline,Barcelona,Baseline,ATM,0.0,0.0,0.0,80.0,0,28,False
1920,True,Centre i Sud Amèrica,Girona,16.0,1,0.0,Contra la propietat no violent,0,1,2010,Girona,MRM,0.5,99.0,209,0,False,False,False,Baseline,Centre i Sud Amèrica,Baseline,Girona,0.0,16.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2010,Baseline,Girona,Baseline,MRM,0.0,0.5,0.0,99.0,0,209,False
1921,True,Centre i Sud Amèrica,Lleida,16.0,1,0.0,Contra la propietat no violent,0,1,2009,Lleida,MRM,0.0,188.0,164,1,False,False,False,Baseline,Centre i Sud Amèrica,Baseline,Lleida,0.0,16.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2009,Baseline,Lleida,Baseline,MRM,0.0,0.0,0.0,188.0,0,164,False
1922,True,Centre i Sud Amèrica,Barcelona,16.0,1,0.0,Contra la propietat no violent,0,1,2009,Barcelona,MRM,0.0,94.0,85,0,False,False,False,Baseline,Centre i Sud Amèrica,Baseline,Barcelona,0.0,16.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2009,Baseline,Barcelona,Baseline,MRM,0.0,0.0,0.0,94.0,0,85,False
1923,True,Centre i Sud Amèrica,Barcelona,17.0,1,0.0,Contra la propietat no violent,0,1,2009,Barcelona,MRM,0.0,90.0,34,1,False,False,False,Baseline,Centre i Sud Amèrica,Baseline,Barcelona,0.0,17.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2009,Baseline,Barcelona,Baseline,MRM,0.0,0.0,0.0,90.0,0,34,False
1924,True,Centre i Sud Amèrica,Barcelona,17.0,1,0.0,Contra la propietat no violent,0,1,2010,Barcelona,ATM,0.0,86.0,29,0,False,False,False,Baseline,Centre i Sud Amèrica,Baseline,Barcelona,0.0,17.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2010,Baseline,Barcelona,Baseline,ATM,0.0,0.0,0.0,86.0,0,29,False
1925,True,Centre i Sud Amèrica,Barcelona,16.0,1,0.0,Contra la propietat no violent,0,1,2009,Barcelona,ATM,0.0,414.0,47,0,False,False,False,Baseline,Centre i Sud Amèrica,Baseline,Barcelona,0.0,16.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2009,Baseline,Barcelona,Baseline,ATM,0.0,0.0,0.0,414.0,0,47,False
1926,True,Centre i Sud Amèrica,Barcelona,16.0,1,0.5,Contra la propietat no violent,0,2,2010,Barcelona,ATM,0.0,143.0,12,0,False,False,False,Baseline,Centre i Sud Amèrica,Baseline,Barcelona,0.0,16.0,0,1,0.0,0.5,Baseline,Contra la propietat no violent,0,0,0,2,0,2010,Baseline,Barcelona,Baseline,ATM,0.0,0.0,0.0,143.0,0,12,False
1927,True,Centre i Sud Amèrica,Barcelona,17.0,1,0.0,Contra la propietat no violent,0,1,2010,Barcelona,ATM,0.0,197.0,1,0,False,False,False,Baseline,Centre i Sud Amèrica,Baseline,Barcelona,0.0,17.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2010,Baseline,Barcelona,Baseline,ATM,0.0,0.0,0.0,197.0,0,1,False
1928,True,Centre i Sud Amèrica,Barcelona,17.0,1,0.0,Contra la propietat no violent,0,1,2010,Barcelona,ATM,0.0,162.0,28,0,False,True,True,Centre i Sud Amèrica,Centre i Sud Amèrica,Barcelona,Barcelona,17.0,17.0,1,1,0.0,0.0,Contra la propietat no violent,Contra la propietat no violent,0,0,1,1,2010,2010,Barcelona,Barcelona,ATM,ATM,0.0,0.0,162.0,162.0,28,28,True
1929,True,Centre i Sud Amèrica,Barcelona,16.0,1,0.0,Contra la propietat no violent,0,1,2009,Barcelona,ATM,0.0,261.0,47,0,False,True,True,Centre i Sud Amèrica,Centre i Sud Amèrica,Barcelona,Barcelona,16.0,16.0,1,1,0.0,0.0,Contra la propietat no violent,Contra la propietat no violent,0,0,1,1,2009,2009,Barcelona,Barcelona,ATM,ATM,0.0,0.0,261.0,261.0,47,47,True
1930,False,Spain,Girona,15.0,1,0.0,Contra la propietat no violent,0,1,2007,Girona,Mesures d'execució,0.0,912.0,133,1,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1931,False,Spain,Barcelona,14.0,1,1.0,Contra la propietat no violent,0,4,2005,Barcelona,Mesures d'execució,1.0,1263.0,508,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1932,True,Magrib,Barcelona,15.0,1,0.0,Contra la propietat no violent,0,1,2009,Barcelona,ATM,0.0,50.0,17,0,False,False,False,Baseline,Magrib,Baseline,Barcelona,0.0,15.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2009,Baseline,Barcelona,Baseline,ATM,0.0,0.0,0.0,50.0,0,17,False
1933,False,Spain,Barcelona,17.0,1,0.0,Contra la propietat no violent,0,1,2010,Barcelona,ATM,0.0,64.0,29,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1934,False,Spain,Barcelona,17.0,1,0.0,Contra la propietat no violent,0,1,2009,Barcelona,ATM,0.0,130.0,28,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1935,False,Spain,Barcelona,17.0,1,0.0,Contra la propietat no violent,0,1,2007,Barcelona,Mesures d'execució,0.5,1045.0,206,1,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1936,False,Spain,Barcelona,17.0,1,0.0,Contra la propietat no violent,0,1,2009,Barcelona,ATM,0.0,210.0,14,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1937,False,Spain,Barcelona,16.0,1,0.5,Contra la propietat no violent,0,2,2009,Barcelona,ATM,0.0,240.0,40,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1938,False,Spain,Tarragona,17.0,1,0.0,Contra la propietat no violent,0,1,2009,Tarragona,ATM,0.0,113.0,13,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1939,True,Europa,Barcelona,17.0,1,0.0,Contra la propietat no violent,0,1,2010,Barcelona,ATM,0.0,23.0,16,0,False,False,False,Baseline,Europa,Baseline,Barcelona,0.0,17.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2010,Baseline,Barcelona,Baseline,ATM,0.0,0.0,0.0,23.0,0,16,False
1940,True,Europa,Tarragona,16.0,1,0.0,Contra la propietat no violent,0,1,2008,Tarragona,Mesures d'execució,0.5,413.0,268,0,False,False,False,Baseline,Europa,Baseline,Tarragona,0.0,16.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2008,Baseline,Tarragona,Baseline,Mesures d'execució,0.0,0.5,0.0,413.0,0,268,False
1941,True,Europa,Barcelona,17.0,1,1.0,Contra la propietat no violent,0,3,2008,Barcelona,Mesures d'execució,0.5,594.0,199,0,False,False,False,Baseline,Europa,Baseline,Barcelona,0.0,17.0,0,1,0.0,1.0,Baseline,Contra la propietat no violent,0,0,0,3,0,2008,Baseline,Barcelona,Baseline,Mesures d'execució,0.0,0.5,0.0,594.0,0,199,False
1942,True,Europa,Barcelona,17.0,1,0.0,Contra la propietat no violent,0,1,2009,Barcelona,ATM,0.0,99.0,28,0,False,False,False,Baseline,Europa,Baseline,Barcelona,0.0,17.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2009,Baseline,Barcelona,Baseline,ATM,0.0,0.0,0.0,99.0,0,28,False
1943,True,Europa,Barcelona,16.0,1,0.5,Contra la propietat no violent,0,2,2009,Barcelona,ATM,0.0,281.0,17,0,False,False,False,Baseline,Europa,Baseline,Barcelona,0.0,16.0,0,1,0.0,0.5,Baseline,Contra la propietat no violent,0,0,0,2,0,2009,Baseline,Barcelona,Baseline,ATM,0.0,0.0,0.0,281.0,0,17,False
1944,True,Magrib,Barcelona,17.0,1,0.5,Contra la propietat no violent,0,2,2010,Barcelona,ATM,0.0,40.0,0,0,False,False,False,Baseline,Magrib,Baseline,Barcelona,0.0,17.0,0,1,0.0,0.5,Baseline,Contra la propietat no violent,0,0,0,2,0,2010,Baseline,Barcelona,Baseline,ATM,0.0,0.0,0.0,40.0,0,0,False
1945,True,Magrib,Girona,17.0,1,0.0,Contra la propietat no violent,0,1,2008,Girona,Mesures d'execució,0.0,701.0,51,0,False,False,False,Baseline,Magrib,Baseline,Girona,0.0,17.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2008,Baseline,Girona,Baseline,Mesures d'execució,0.0,0.0,0.0,701.0,0,51,False
1946,True,Magrib,Girona,17.0,1,0.0,Contra la propietat no violent,0,1,2010,Girona,ATM,0.0,84.0,24,0,False,False,False,Baseline,Magrib,Baseline,Girona,0.0,17.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2010,Baseline,Girona,Baseline,ATM,0.0,0.0,0.0,84.0,0,24,False
1947,True,Centre i Sud Amèrica,Barcelona,17.0,1,0.0,Contra la propietat no violent,0,1,2009,Barcelona,ATM,0.0,368.0,27,0,False,False,False,Baseline,Centre i Sud Amèrica,Baseline,Barcelona,0.0,17.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2009,Baseline,Barcelona,Baseline,ATM,0.0,0.0,0.0,368.0,0,27,False
1948,True,Centre i Sud Amèrica,Barcelona,17.0,1,0.0,Contra la propietat no violent,0,1,2010,Barcelona,ATM,0.0,97.0,10,1,False,False,False,Baseline,Centre i Sud Amèrica,Baseline,Barcelona,0.0,17.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2010,Baseline,Barcelona,Baseline,ATM,0.0,0.0,0.0,97.0,0,10,False
1949,True,Centre i Sud Amèrica,Barcelona,16.0,1,0.0,Contra la propietat no violent,0,1,2007,Barcelona,Mesures d'execució,0.0,705.0,66,0,False,False,False,Baseline,Centre i Sud Amèrica,Baseline,Barcelona,0.0,16.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2007,Baseline,Barcelona,Baseline,Mesures d'execució,0.0,0.0,0.0,705.0,0,66,False
1950,True,Altres,Barcelona,17.0,1,0.0,Contra la propietat no violent,0,1,2008,Barcelona,Mesures d'execució,0.0,716.0,78,0,False,False,False,Baseline,Altres,Baseline,Barcelona,0.0,17.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2008,Baseline,Barcelona,Baseline,Mesures d'execució,0.0,0.0,0.0,716.0,0,78,False
1951,True,Magrib,Barcelona,18.0,1,0.0,Contra la propietat no violent,0,1,2010,Barcelona,ATM,0.0,0.0,9,0,False,False,False,Baseline,Magrib,Baseline,Barcelona,0.0,18.0,0,1,0.0,0.0,Baseline,Contra la propietat no violent,0,0,0,1,0,2010,Baseline,Barcelona,Baseline,ATM,0.0,0.0,0.0,0.0,0,9,False
1952,False,Spain,Barcelona,15.0,1,0.0,Contra la propietat no violent,0,1,2008,Barcelona,Mesures d'execució,0.0,557.0,91,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1953,False,Spain,Tarragona,17.0,1,0.0,Contra la propietat no violent,0,1,2009,Barcelona,MRM,0.0,152.0,82,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
