,foreigner,national_group,province_resid,age_atmaincrime,priorcrimes_dummy,priorcrimes_number_group,maincrime_cat,maincrime_violent,totalmaincrimes_number,maincrime_year,province_execution,maincrime_program2,maincrime_programduration_group,V28_temps_inici,V29_durada_programa,recid15_dummy,savry,female,foreigner_fem,national_group_fem,national_group_foreign,province_resid_fem,province_resid_foreign,age_atmaincrime_fem,age_atmaincrime_foreign,priorcrimes_dummy_fem,priorcrimes_dummy_foreign,priorcrimes_number_group_fem,priorcrimes_number_group_foreign,maincrime_cat_fem,maincrime_cat_foreign,maincrime_violent_fem,maincrime_violent_foreign,totalmaincrimes_number_fem,totalmaincrimes_number_foreign,maincrime_year_fem,maincrime_year_foreign,province_execution_fem,province_execution_foreign,maincrime_program2_fem,maincrime_program2_foreign,maincrime_programduration_group_fem,maincrime_programduration_group_foreign,V28_temps_inici_fem,V28_temps_inici_foreign,V29_durada_programa_fem,V29_durada_programa_foreign,female_foreign
1445,True,Magrib,Barcelona,14.0,1,0.5,Contra les persones,1,2,2009,Barcelona,ATM,0.0,192.0,28,0,False,True,True,Magrib,Magrib,Barcelona,Barcelona,14.0,14.0,1,1,0.5,0.5,Contra les persones,Contra les persones,1,1,2,2,2009,2009,Barcelona,Barcelona,ATM,ATM,0.0,0.0,192.0,192.0,28,28,True
1446,True,Centre i Sud Amèrica,Barcelona,15.0,1,0.0,Contra les persones,1,1,2009,Barcelona,MRM,0.0,119.0,24,1,False,False,False,Baseline,Centre i Sud Amèrica,Baseline,Barcelona,0.0,15.0,0,1,0.0,0.0,Baseline,Contra les persones,0,1,0,1,0,2009,Baseline,Barcelona,Baseline,MRM,0.0,0.0,0.0,119.0,0,24,False
1447,True,Centre i Sud Amèrica,Barcelona,15.0,1,0.5,Contra les persones,1,2,2009,Barcelona,MRM,0.0,78.0,112,0,False,False,False,Baseline,Centre i Sud Amèrica,Baseline,Barcelona,0.0,15.0,0,1,0.0,0.5,Baseline,Contra les persones,0,1,0,2,0,2009,Baseline,Barcelona,Baseline,MRM,0.0,0.0,0.0,78.0,0,112,False
1448,True,Centre i Sud Amèrica,Barcelona,15.0,1,0.0,Contra les persones,1,1,2009,Barcelona,ATM,0.0,270.0,3,0,False,False,False,Baseline,Centre i Sud Amèrica,Baseline,Barcelona,0.0,15.0,0,1,0.0,0.0,Baseline,Contra les persones,0,1,0,1,0,2009,Baseline,Barcelona,Baseline,ATM,0.0,0.0,0.0,270.0,0,3,False
1449,True,Centre i Sud Amèrica,Barcelona,15.0,1,0.0,Contra les persones,1,1,2008,Barcelona,Mesures d'execució,0.5,307.0,295,0,False,False,False,Baseline,Centre i Sud Amèrica,Baseline,Barcelona,0.0,15.0,0,1,0.0,0.0,Baseline,Contra les persones,0,1,0,1,0,2008,Baseline,Barcelona,Baseline,Mesures d'execució,0.0,0.5,0.0,307.0,0,295,False
1450,True,Centre i Sud Amèrica,Barcelona,15.0,1,0.0,Contra les persones,1,1,2009,Barcelona,MRM,0.0,146.0,130,0,False,True,True,Centre i Sud Amèrica,Centre i Sud Amèrica,Barcelona,Barcelona,15.0,15.0,1,1,0.0,0.0,Contra les persones,Contra les persones,1,1,1,1,2009,2009,Barcelona,Barcelona,MRM,MRM,0.0,0.0,146.0,146.0,130,130,True
1451,False,Spain,Lleida,16.0,1,0.0,Contra les persones,1,1,2008,Lleida,Mesures d'execució,0.0,729.0,121,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1452,False,Spain,Tarragona,17.0,1,0.0,Contra les persones,1,1,2009,Tarragona,MRM,0.5,80.0,189,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1453,False,Spain,Girona,16.0,1,0.0,Contra les persones,1,1,2010,Girona,MRM,0.0,154.0,35,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1454,False,Spain,Girona,16.0,1,0.0,Contra les persones,1,1,2009,Girona,MRM,0.0,165.0,149,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1455,False,Spain,Barcelona,17.0,1,0.0,Contra les persones,1,1,2010,Barcelona,MRM,0.0,61.0,124,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1456,False,Spain,Lleida,16.0,1,0.0,Contra les persones,1,1,2009,Lleida,MRM,0.5,131.0,248,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1457,False,Spain,Barcelona,17.0,1,0.0,Contra les persones,1,1,2010,Barcelona,MRM,0.0,33.0,122,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1458,False,Spain,Barcelona,17.0,1,0.0,Contra les persones,1,1,2009,Barcelona,MRM,0.0,106.0,84,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1459,False,Spain,Barcelona,16.0,1,0.5,Contra les persones,1,2,2009,Barcelona,MRM,0.0,150.0,89,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1460,False,Spain,Barcelona,16.0,1,0.0,Contra les persones,1,1,2009,Barcelona,MRM,0.0,134.0,63,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1461,False,Spain,Barcelona,17.0,1,0.5,Contra les persones,1,2,2009,Barcelona,MRM,0.0,355.0,118,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1462,False,Spain,Barcelona,17.0,1,0.0,Contra les persones,1,1,2009,Barcelona,MRM,0.0,99.0,114,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1463,False,Spain,Barcelona,16.0,1,0.0,Contra les persones,1,1,2010,Barcelona,ATM,0.0,168.0,21,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1464,False,Spain,Barcelona,17.0,1,0.0,Contra les persones,1,1,2010,Barcelona,ATM,0.0,73.0,7,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1465,False,Spain,Barcelona,17.0,1,0.0,Contra les persones,1,1,2008,Barcelona,ATM,0.0,428.0,24,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1466,False,Spain,Tarragona,16.0,1,0.0,Contra les persones,1,1,2009,Tarragona,ATM,0.0,242.0,7,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1467,False,Spain,Barcelona,17.0,1,1.0,Contra les persones,1,3,2009,Barcelona,ATM,0.0,310.0,6,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1468,False,Spain,Lleida,17.0,1,0.5,Contra les persones,1,2,2009,Barcelona,ATM,0.0,120.0,44,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1469,False,Spain,Barcelona,17.0,1,0.0,Contra les persones,1,1,2010,Barcelona,ATM,0.0,80.0,22,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1470,False,Spain,Barcelona,16.0,1,0.5,Contra les persones,1,2,2008,Barcelona,Mesures d'execució,1.0,324.0,576,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1471,False,Spain,Barcelona,17.0,1,0.0,Contra les persones,1,1,2008,Barcelona,Mesures d'execució,0.0,568.0,15,1,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1472,False,Spain,Girona,17.0,1,0.5,Contra les persones,1,2,2009,Girona,Mesures d'execució,0.0,393.0,132,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1473,False,Spain,Girona,17.0,1,0.5,Contra les persones,1,2,2008,Girona,Mesures d'execució,0.0,533.0,87,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1474,False,Spain,Barcelona,17.0,1,0.0,Contra les persones,1,1,2007,Barcelona,Mesures d'execució,0.0,875.0,153,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1475,False,Spain,Lleida,17.0,1,0.0,Contra les persones,1,1,2008,Lleida,Mesures d'execució,0.0,550.0,85,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1476,False,Spain,Girona,17.0,1,0.0,Contra les persones,1,1,2008,Girona,Mesures d'execució,0.0,821.0,44,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1477,False,Spain,Barcelona,16.0,1,0.0,Contra les persones,1,1,2007,Barcelona,Mesures d'execució,0.5,873.0,224,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1478,False,Spain,Barcelona,17.0,1,0.5,Contra les persones,1,2,2007,Barcelona,Mesures d'execució,0.0,843.0,30,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1479,False,Spain,Barcelona,17.0,1,0.0,Contra les persones,1,1,2006,Barcelona,Mesures d'execució,0.0,1330.0,156,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1480,False,Spain,Barcelona,17.0,1,0.5,Contra les persones,1,2,2006,Barcelona,Mesures d'execució,1.0,1047.0,475,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1481,False,Spain,Girona,17.0,1,0.0,Contra les persones,1,1,2010,Girona,ATM,0.0,84.0,15,1,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1482,False,Spain,Barcelona,16.0,1,0.5,Contra les persones,1,2,2010,Barcelona,ATM,0.0,99.0,29,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1483,False,Spain,Lleida,16.0,1,0.0,Contra les persones,1,1,2008,Lleida,ATM,0.0,628.0,0,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1484,False,Spain,Barcelona,17.0,1,0.5,Contra les persones,1,2,2009,Barcelona,ATM,0.0,209.0,0,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1485,False,Spain,Barcelona,17.0,1,0.5,Contra les persones,1,2,2010,Barcelona,ATM,0.0,118.0,25,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1486,False,Spain,Barcelona,16.0,1,0.5,Contra les persones,1,2,2010,Barcelona,ATM,0.0,145.0,29,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1487,False,Spain,Lleida,17.0,1,0.0,Contra les persones,1,1,2009,Lleida,ATM,0.0,141.0,16,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1488,False,Spain,Lleida,16.0,1,1.0,Contra les persones,1,3,2010,Lleida,ATM,0.0,116.0,1,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1489,False,Spain,Girona,16.0,1,0.0,Contra les persones,1,1,2010,Girona,ATM,0.0,38.0,10,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1490,False,Spain,Barcelona,17.0,1,0.0,Contra les persones,1,1,2010,Barcelona,ATM,0.0,135.0,2,0,False,False,False,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0,0,0.0,0.0,Baseline,Baseline,0,0,0,0,0,0,Baseline,Baseline,Baseline,Baseline,0.0,0.0,0.0,0.0,0,0,False
1491,False,Spain,Tarragona,16.0,1,0.5,Contra les persones,1,2,2010,Tarragona,MRM,0.0,112.0,82,0,False,True,False,Spain,Baseline,Tarragona,Baseline,16.0,0.0,1,0,0.5,0.0,Contra les persones,Baseline,1,0,2,0,2010,0,Tarragona,Baseline,MRM,Baseline,0.0,0.0,112.0,0.0,82,0,False
1492,False,Spain,Girona,16.0,1,0.5,Contra les persones,1,2,2010,Girona,MRM,0.0,118.0,70,0,False,True,False,Spain,Baseline,Girona,Baseline,16.0,0.0,1,0,0.5,0.0,Contra les persones,Baseline,1,0,2,0,2010,0,Girona,Baseline,MRM,Baseline,0.0,0.0,118.0,0.0,70,0,False
1493,False,Spain,Barcelona,16.0,1,0.0,Contra les persones,1,1,2009,Barcelona,MRM,0.0,277.0,147,0,False,True,False,Spain,Baseline,Barcelona,Baseline,16.0,0.0,1,0,0.0,0.0,Contra les persones,Baseline,1,0,1,0,2009,0,Barcelona,Baseline,MRM,Baseline,0.0,0.0,277.0,0.0,147,0,False
1494,False,Spain,Barcelona,16.0,1,0.5,Contra les persones,1,2,2009,Barcelona,MRM,0.0,88.0,120,1,False,True,False,Spain,Baseline,Barcelona,Baseline,16.0,0.0,1,0,0.5,0.0,Contra les persones,Baseline,1,0,2,0,2009,0,Barcelona,Baseline,MRM,Baseline,0.0,0.0,88.0,0.0,120,0,False
1495,False,Spain,Tarragona,17.0,1,1.0,Contra les persones,1,3,2010,Barcelona,MRM,0.0,58.0,41,0,False,True,False,Spain,Baseline,Tarragona,Baseline,17.0,0.0,1,0,1.0,0.0,Contra les persones,Baseline,1,0,3,0,2010,0,Barcelona,Baseline,MRM,Baseline,0.0,0.0,58.0,0.0,41,0,False
1496,False,Spain,Barcelona,17.0,1,0.5,Contra les persones,1,2,2009,Barcelona,MRM,0.0,148.0,115,0,False,True,False,Spain,Baseline,Barcelona,Baseline,17.0,0.0,1,0,0.5,0.0,Contra les persones,Baseline,1,0,2,0,2009,0,Barcelona,Baseline,MRM,Baseline,0.0,0.0,148.0,0.0,115,0,False
1497,False,Spain,Barcelona,17.0,1,0.0,Contra les persones,1,1,2009,Barcelona,MRM,0.0,141.0,79,0,False,True,False,Spain,Baseline,Barcelona,Baseline,17.0,0.0,1,0,0.0,0.0,Contra les persones,Baseline,1,0,1,0,2009,0,Barcelona,Baseline,MRM,Baseline,0.0,0.0,141.0,0.0,79,0,False
1498,False,Spain,Barcelona,16.0,1,0.0,Contra les persones,1,1,2009,Barcelona,MRM,0.0,499.0,74,0,False,True,False,Spain,Baseline,Barcelona,Baseline,16.0,0.0,1,0,0.0,0.0,Contra les persones,Baseline,1,0,1,0,2009,0,Barcelona,Baseline,MRM,Baseline,0.0,0.0,499.0,0.0,74,0,False
1499,False,Spain,Barcelona,17.0,1,0.0,Contra les persones,1,1,2009,Barcelona,ATM,0.0,380.0,6,0,False,True,False,Spain,Baseline,Barcelona,Baseline,17.0,0.0,1,0,0.0,0.0,Contra les persones,Baseline,1,0,1,0,2009,0,Barcelona,Baseline,ATM,Baseline,0.0,0.0,380.0,0.0,6,0,False
1500,False,Spain,Girona,17.0,1,0.0,Contra les persones,1,1,2009,Girona,ATM,0.0,417.0,1,0,False,True,False,Spain,Baseline,Girona,Baseline,17.0,0.0,1,0,0.0,0.0,Contra les persones,Baseline,1,0,1,0,2009,0,Girona,Baseline,ATM,Baseline,0.0,0.0,417.0,0.0,1,0,False
1501,False,Spain,Girona,17.0,1,0.0,Contra les persones,1,1,2009,Girona,Mesures d'execució,0.0,319.0,103,0,False,True,False,Spain,Baseline,Girona,Baseline,17.0,0.0,1,0,0.0,0.0,Contra les persones,Baseline,1,0,1,0,2009,0,Girona,Baseline,Mesures d'execució,Baseline,0.0,0.0,319.0,0.0,103,0,False
1502,False,Spain,Barcelona,17.0,1,0.5,Contra les persones,1,2,2010,Barcelona,ATM,0.0,97.0,18,0,False,True,False,Spain,Baseline,Barcelona,Baseline,17.0,0.0,1,0,0.5,0.0,Contra les persones,Baseline,1,0,2,0,2010,0,Barcelona,Baseline,ATM,Baseline,0.0,0.0,97.0,0.0,18,0,False
1503,False,Spain,Girona,17.0,1,0.0,Contra les persones,1,1,2010,Girona,ATM,0.0,102.0,8,0,False,True,False,Spain,Baseline,Girona,Baseline,17.0,0.0,1,0,0.0,0.0,Contra les persones,Baseline,1,0,1,0,2010,0,Girona,Baseline,ATM,Baseline,0.0,0.0,102.0,0.0,8,0,False
1504,True,Europa,Barcelona,16.0,1,0.5,Contra les persones,1,2,2009,Barcelona,ATM,0.0,62.0,6,0,False,False,False,Baseline,Europa,Baseline,Barcelona,0.0,16.0,0,1,0.0,0.5,Baseline,Contra les persones,0,1,0,2,0,2009,Baseline,Barcelona,Baseline,ATM,0.0,0.0,0.0,62.0,0,6,False
1505,True,Europa,unknown,17.0,1,0.5,Contra les persones,1,2,2008,Girona,ATM,0.0,439.0,1,0,False,False,False,Baseline,Europa,Baseline,unknown,0.0,17.0,0,1,0.0,0.5,Baseline,Contra les persones,0,1,0,2,0,2008,Baseline,Girona,Baseline,ATM,0.0,0.0,0.0,439.0,0,1,False
1506,True,Europa,unknown,16.0,1,0.0,Contra les persones,1,1,2009,Girona,ATM,0.0,332.0,22,0,False,False,False,Baseline,Europa,Baseline,unknown,0.0,16.0,0,1,0.0,0.0,Baseline,Contra les persones,0,1,0,1,0,2009,Baseline,Girona,Baseline,ATM,0.0,0.0,0.0,332.0,0,22,False
1507,True,Europa,Girona,17.0,1,0.0,Contra les persones,1,1,2010,Girona,ATM,0.0,102.0,21,0,False,False,False,Baseline,Europa,Baseline,Girona,0.0,17.0,0,1,0.0,0.0,Baseline,Contra les persones,0,1,0,1,0,2010,Baseline,Girona,Baseline,ATM,0.0,0.0,0.0,102.0,0,21,False
1508,True,Europa,Girona,16.0,1,0.0,Contra les persones,1,1,2009,Girona,MRM,0.0,194.0,41,0,False,True,True,Europa,Europa,Girona,Girona,16.0,16.0,1,1,0.0,0.0,Contra les persones,Contra les persones,1,1,1,1,2009,2009,Girona,Girona,MRM,MRM,0.0,0.0,194.0,194.0,41,41,True
1509,True,Europa,Barcelona,16.0,1,0.0,Contra les persones,1,1,2009,Barcelona,MRM,0.0,109.0,50,0,False,True,True,Europa,Europa,Barcelona,Barcelona,16.0,16.0,1,1,0.0,0.0,Contra les persones,Contra les persones,1,1,1,1,2009,2009,Barcelona,Barcelona,MRM,MRM,0.0,0.0,109.0,109.0,50,50,True
1510,True,Europa,Girona,17.0,1,0.0,Contra les persones,1,1,2010,Girona,MRM,0.0,33.0,28,0,False,True,True,Europa,Europa,Girona,Girona,17.0,17.0,1,1,0.0,0.0,Contra les persones,Contra les persones,1,1,1,1,2010,2010,Girona,Girona,MRM,MRM,0.0,0.0,33.0,33.0,28,28,True
1511,True,Magrib,Barcelona,16.0,1,0.0,Contra les persones,1,1,2009,Barcelona,MRM,0.0,147.0,95,0,False,False,False,Baseline,Magrib,Baseline,Barcelona,0.0,16.0,0,1,0.0,0.0,Baseline,Contra les persones,0,1,0,1,0,2009,Baseline,Barcelona,Baseline,MRM,0.0,0.0,0.0,147.0,0,95,False
1512,True,Magrib,Barcelona,17.0,1,0.0,Contra les persones,1,1,2009,Barcelona,ATM,0.0,133.0,17,0,False,False,False,Baseline,Magrib,Baseline,Barcelona,0.0,17.0,0,1,0.0,0.0,Baseline,Contra les persones,0,1,0,1,0,2009,Baseline,Barcelona,Baseline,ATM,0.0,0.0,0.0,133.0,0,17,False
1513,True,Magrib,Girona,16.0,1,0.0,Contra les persones,1,1,2009,Girona,ATM,0.0,64.0,25,0,False,False,False,Baseline,Magrib,Baseline,Girona,0.0,16.0,0,1,0.0,0.0,Baseline,Contra les persones,0,1,0,1,0,2009,Baseline,Girona,Baseline,ATM,0.0,0.0,0.0,64.0,0,25,False
1514,True,Magrib,Barcelona,17.0,1,0.0,Contra les persones,1,1,2010,Barcelona,ATM,0.0,46.0,21,0,False,False,False,Baseline,Magrib,Baseline,Barcelona,0.0,17.0,0,1,0.0,0.0,Baseline,Contra les persones,0,1,0,1,0,2010,Baseline,Barcelona,Baseline,ATM,0.0,0.0,0.0,46.0,0,21,False
1515,True,Magrib,Barcelona,16.0,1,0.0,Contra les persones,1,1,2010,Barcelona,ATM,0.0,97.0,28,0,False,False,False,Baseline,Magrib,Baseline,Barcelona,0.0,16.0,0,1,0.0,0.0,Baseline,Contra les persones,0,1,0,1,0,2010,Baseline,Barcelona,Baseline,ATM,0.0,0.0,0.0,97.0,0,28,False
1516,True,Magrib,Barcelona,17.0,1,0.0,Contra les persones,1,1,2008,Barcelona,Mesures d'execució,0.0,668.0,120,0,False,False,False,Baseline,Magrib,Baseline,Barcelona,0.0,17.0,0,1,0.0,0.0,Baseline,Contra les persones,0,1,0,1,0,2008,Baseline,Barcelona,Baseline,Mesures d'execució,0.0,0.0,0.0,668.0,0,120,False
1517,True,Magrib,Barcelona,16.0,1,1.0,Contra les persones,1,3,2008,Barcelona,Mesures d'execució,0.0,625.0,39,0,False,False,False,Baseline,Magrib,Baseline,Barcelona,0.0,16.0,0,1,0.0,1.0,Baseline,Contra les persones,0,1,0,3,0,2008,Baseline,Barcelona,Baseline,Mesures d'execució,0.0,0.0,0.0,625.0,0,39,False
1518,True,Magrib,Barcelona,17.0,1,0.0,Contra les persones,1,1,2006,Barcelona,Mesures d'execució,1.0,630.0,608,0,False,False,False,Baseline,Magrib,Baseline,Barcelona,0.0,17.0,0,1,0.0,0.0,Baseline,Contra les persones,0,1,0,1,0,2006,Baseline,Barcelona,Baseline,Mesures d'execució,0.0,1.0,0.0,630.0,0,608,False
1519,True,Centre i Sud Amèrica,Barcelona,17.0,1,1.0,Contra les persones,1,3,2010,Barcelona,MRM,0.0,117.0,38,0,False,False,False,Baseline,Centre i Sud Amèrica,Baseline,Barcelona,0.0,17.0,0,1,0.0,1.0,Baseline,Contra les persones,0,1,0,3,0,2010,Baseline,Barcelona,Baseline,MRM,0.0,0.0,0.0,117.0,0,38,False
1520,True,Centre i Sud Amèrica,Lleida,16.0,1,0.0,Contra les persones,1,1,2009,Lleida,MRM,0.0,193.0,13,0,False,False,False,Baseline,Centre i Sud Amèrica,Baseline,Lleida,0.0,16.0,0,1,0.0,0.0,Baseline,Contra les persones,0,1,0,1,0,2009,Baseline,Lleida,Baseline,MRM,0.0,0.0,0.0,193.0,0,13,False
1521,True,Centre i Sud Amèrica,Tarragona,16.0,1,0.0,Contra les persones,1,1,2009,Tarragona,MRM,0.0,330.0,21,0,False,False,False,Baseline,Centre i Sud Amèrica,Baseline,Tarragona,0.0,16.0,0,1,0.0,0.0,Baseline,Contra les persones,0,1,0,1,0,2009,Baseline,Tarragona,Baseline,MRM,0.0,0.0,0.0,330.0,0,21,False
